x,y,z,nx,ny,nz,curvature,AABB_Width,AABB_Height,AABB_Depth,OBB_Width,OBB_Height,OBB_Depth
-2.398588880896568298e-02,9.528427571058273315e-02,3.850000202655792236e-01,-4.537085270480899907e-02,2.072554782480459379e-01,9.772341850656945939e-01,2.063242756811961912e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.792233020067214966e-02,8.845296502113342285e-02,3.890000283718109131e-01,3.821735242982958192e-01,1.214253645147709004e-01,9.160782052739137038e-01,1.197017158486799078e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-4.357689619064331055e-02,3.189632669091224670e-02,3.990000188350677490e-01,4.215557933535404311e-01,1.488252002139684761e-02,9.066803315876438285e-01,1.100581670629295801e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.176000107079744339e-02,1.362768113613128662e-01,3.860000073909759521e-01,-4.234169168605146361e-01,-5.913415394102260192e-02,9.040029128017318394e-01,1.286686528745178276e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.708893291652202606e-02,-1.308898068964481354e-02,4.050000309944152832e-01,-4.020813618088430186e-01,2.881654247961019100e-01,8.690749486885630537e-01,1.228154221251284532e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
4.602830391377210617e-03,1.422786414623260498e-01,4.030000269412994385e-01,-6.281250055246722086e-01,-1.262917152309764868e-01,7.677951420129254245e-01,3.140355162128038308e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.724106818437576294e-02,6.829129904508590698e-02,3.930000066757202148e-01,-3.331405056268303411e-01,7.855064555598209597e-02,9.395994889278294071e-01,1.349326522737931758e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-4.638217389583587646e-02,-6.318730767816305161e-03,4.060000181198120117e-01,4.298061414469043773e-01,1.655277117143407195e-01,8.876188694643314392e-01,8.745967957425684197e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.505318749696016312e-02,-9.017493575811386108e-03,4.050000309944152832e-01,-5.272791248850380308e-01,8.940303222919546156e-02,8.449756341390525227e-01,1.017503265990821887e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-6.108535453677177429e-03,9.160239994525909424e-02,3.970000147819519043e-01,7.455902569035557370e-01,-9.885490177864124373e-02,-6.590317725306004126e-01,8.818541616813212539e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.592411845922470093e-02,6.368196755647659302e-02,3.930000066757202148e-01,-2.830617384880680376e-01,-1.996458793063745837e-02,9.588938770442079207e-01,1.611397698230095793e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.791802957653999329e-02,4.415126144886016846e-02,3.950000107288360596e-01,-1.574698585589100197e-01,-2.895898439899606269e-01,9.441085562070218318e-01,1.770011896141255800e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.952498197555541992e-02,6.711654365062713623e-02,3.900000154972076416e-01,-1.699160786763287134e-01,-1.880885851821074151e-01,9.673423439152516456e-01,1.682561524925821339e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-8.063240908086299896e-03,8.121353387832641602e-02,3.950000107288360596e-01,-6.595226003705603190e-01,8.252948491664548192e-02,7.471404310568713347e-01,8.552226159428180305e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.612671650946140289e-02,2.381415292620658875e-02,3.980000317096710205e-01,-3.562974707188970025e-01,1.517200371104968915e-01,9.219724197059835369e-01,1.572312389081393161e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.224145457148551941e-03,-9.983365423977375031e-03,4.170000255107879639e-01,6.671881327749437096e-01,-2.630693531364734494e-01,-6.968891668871323164e-01,1.345078720282059069e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.194684743881225586e-02,-3.633931651711463928e-02,4.070000052452087402e-01,3.223677192680450276e-01,-4.859298374219495759e-02,-9.453664768252308948e-01,1.213341968850406918e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-5.886882916092872620e-02,1.172951236367225647e-01,4.030000269412994385e-01,5.906071985711465189e-01,2.193501722237346796e-01,7.765749409692280780e-01,8.663062244455194821e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.725620381534099579e-02,3.819482401013374329e-02,3.950000107288360596e-01,-2.051865459603958303e-02,2.840379034596779775e-02,9.993859162043213784e-01,4.987306123443425131e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.966488689184188843e-02,9.189337491989135742e-03,4.000000059604644775e-01,-3.755541847078037732e-01,-1.385076197536382059e-01,-9.163922160399657901e-01,1.581819570853735049e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.543357830494642258e-03,3.603383153676986694e-02,4.080000221729278564e-01,7.522188575895003559e-01,-1.184119136569762032e-01,-6.481862456044866772e-01,6.938624880264692742e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.838722663000226021e-03,4.662618041038513184e-02,4.050000309944152832e-01,7.043974254199166785e-01,-1.580009509175506477e-01,-6.919970856665095260e-01,8.204286791459600853e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.605946898460388184e-02,7.299757748842239380e-02,3.900000154972076416e-01,-5.057435469436099987e-13,-2.347410626147828966e-13,1.000000000000000000e+00,0.000000000000000000e+00,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-7.910823333077132702e-04,1.147938370704650879e-01,3.990000188350677490e-01,7.351262686332447061e-01,-1.302580562068506587e-01,-6.652985855678449356e-01,7.944401886585138878e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
1.916066627018153667e-03,1.059236600995063782e-01,4.060000181198120117e-01,7.641212907165101376e-01,-1.265581450915527484e-01,-6.325359191261157310e-01,1.076751723597109585e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.346488624811172485e-02,1.114394981414079666e-02,3.980000317096710205e-01,2.351239624676348394e-01,3.040947320585776215e-01,9.231701447770829239e-01,1.249420065512487146e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.427265070378780365e-02,1.317103356122970581e-01,3.840000033378601074e-01,-2.506083539089086765e-01,2.878211772615796651e-02,9.676606030268385394e-01,1.163757894227357773e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
1.220590434968471527e-03,1.160411313176155090e-01,4.010000228881835938e-01,-6.191283509249642103e-01,1.107301536483457916e-01,7.774438360125753844e-01,9.344545025535642285e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.245589509606361389e-02,1.052329614758491516e-01,3.860000073909759521e-01,2.524993552160789342e-02,2.856177428668662047e-02,9.992730686883094515e-01,5.022818011556385263e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-2.527072280645370483e-02,3.091473877429962158e-02,3.950000107288360596e-01,-1.756842260663583621e-01,1.659051850115330073e-01,9.703661794898633675e-01,1.514129015654813205e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.203419826924800873e-02,5.804961547255516052e-02,3.950000107288360596e-01,-4.928352378546949075e-01,3.663321026575276640e-02,8.693511581831196988e-01,1.770823287845191621e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-3.649543598294258118e-02,-6.930031813681125641e-03,4.020000100135803223e-01,2.272680356358484366e-01,3.266027484283595683e-01,9.174311334902823800e-01,1.028963789657861075e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-4.313651844859123230e-02,1.014884337782859802e-01,3.890000283718109131e-01,-4.727572823844569672e-01,-2.328557389565919788e-01,-8.498698469691945423e-01,1.392881078936771162e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-5.239875987172126770e-02,8.425217121839523315e-02,4.000000059604644775e-01,7.998747783081626705e-01,-2.660525173474449084e-02,5.995769338513603497e-01,4.177908702800326758e-03,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-1.982439681887626648e-02,6.089273467659950256e-02,3.920000195503234863e-01,-3.209750944444179632e-01,8.234489423696894628e-02,9.435010901633869018e-01,1.594857240228579956e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
-4.789376258850097656e-02,6.947610527276992798e-02,3.960000276565551758e-01,5.605731832573777051e-01,1.919202074034339622e-01,8.055584027262786551e-01,1.343895580378227754e-02,7.972013391554355621e-02,1.974671967327594757e-01,4.399999976158142090e-02,8.687019273751586668e-02,2.024679170262219940e-01,5.306892831836940161e-02
