0.98445,0.99154,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155,0.99155
0.98104,0.9928,0.99318,0.99318,0.99318,0.99318,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319,0.99319
0.97927,0.99618,0.99684,0.99731,0.99747,0.99758,0.99763,0.99767,0.99767,0.99767,0.99768,0.99768,0.99768,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781,0.99781
0.98385,0.99444,0.99524,0.99531,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536,0.99536
0.98579,0.9938,0.99515,0.99584,0.99609,0.99615,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618,0.99618
0.97102,0.99288,0.99363,0.99478,0.9952,0.9952,0.99526,0.99536,0.99537,0.9954,0.99545,0.9955,0.99558,0.99559,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562,0.99562
0.97306,0.98181,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183,0.98183
0.98605,0.99442,0.99649,0.99658,0.99663,0.99663,0.99669,0.99671,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672,0.99672
0.97462,0.99578,0.9961,0.99684,0.99692,0.99694,0.99715,0.99717,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722,0.99722
0.97933,0.99483,0.9953,0.99531,0.99552,0.99564,0.9957,0.99579,0.99579,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958,0.9958
0.98618,0.99418,0.9942,0.99457,0.99501,0.99534,0.99535,0.99536,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537,0.99537
0.98165,0.99469,0.99575,0.99595,0.99597,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598,0.99598
0.98865,0.99549,0.99558,0.99565,0.99573,0.99573,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99574,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575,0.99575
