0.98658,0.99673,0.9994,0.99955,0.99965,0.99974,0.9998,0.9998,0.99985,0.99979,0.99985,0.99988,0.99978,0.99985,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.98627,0.99731,0.99894,0.9994,0.99961,0.99973,0.99978,0.99981,0.99981,0.99978,0.99983,0.99986,0.99983,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
0.97717,0.99696,0.99929,0.99935,0.99948,0.99965,0.99975,0.99977,0.99977,0.99979,0.9998,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981,0.99981
0.98171,0.99692,0.99856,0.99931,0.9995,0.99971,0.99978,0.99975,0.99983,0.9998,0.99984,0.99986,0.99988,0.99988,0.99988,0.9998,0.9998,0.99986,0.99982,0.99985,0.99987,0.99983,0.99987,0.99987,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988
0.9857,0.99701,0.9988,0.9993,0.99954,0.99971,0.99974,0.9998,0.99977,0.9998,0.99981,0.99984,0.99985,0.99979,0.99986,0.99987,0.99981,0.99988,0.99988,0.99982,0.99988,0.99989,0.99983,0.99985,0.99985,0.99981,0.99985,0.99985,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.98656,0.9968,0.99862,0.99936,0.99956,0.99974,0.99976,0.99982,0.99983,0.99984,0.99984,0.99984,0.99985,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.98574,0.9969,0.99911,0.99921,0.9996,0.9997,0.99982,0.99983,0.99981,0.99986,0.99987,0.99987,0.99983,0.99987,0.99989,0.99989,0.99989,0.99989,0.99983,0.99988,0.99984,0.99987,0.99987,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988
0.98208,0.99601,0.99879,0.99902,0.99951,0.99959,0.99974,0.99974,0.9998,0.99978,0.99983,0.99985,0.99979,0.99984,0.99985,0.99985,0.99979,0.99985,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.98928,0.9959,0.99831,0.99913,0.99929,0.99975,0.99978,0.99983,0.99984,0.99985,0.99986,0.99986,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
0.98897,0.99617,0.99895,0.99938,0.99953,0.99968,0.9997,0.99979,0.99976,0.99986,0.99982,0.99985,0.99986,0.99987,0.99987,0.99978,0.99986,0.99988,0.99985,0.99988,0.99988,0.9999,0.99985,0.99988,0.99988,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989
0.97771,0.99578,0.99811,0.99888,0.99951,0.99973,0.99974,0.99974,0.99975,0.99975,0.99975,0.99975,0.99975,0.99974,0.99981,0.99978,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985,0.99985
0.97813,0.99601,0.99928,0.9994,0.99956,0.99966,0.99973,0.99975,0.99976,0.99979,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
0.97267,0.99656,0.99906,0.99938,0.99964,0.99978,0.9998,0.99982,0.99979,0.99986,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
0.98279,0.99671,0.99884,0.99899,0.99944,0.99958,0.99966,0.99979,0.99979,0.99983,0.99986,0.99983,0.99987,0.99982,0.99986,0.99978,0.99985,0.99986,0.99986,0.99987,0.99983,0.99985,0.99986,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
0.98012,0.99817,0.99918,0.99954,0.99973,0.99982,0.99977,0.99984,0.99984,0.99985,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.985,0.99611,0.99896,0.99904,0.99934,0.99955,0.99967,0.99975,0.99982,0.99985,0.99979,0.99985,0.99981,0.99987,0.9998,0.99982,0.99984,0.99984,0.99984,0.99982,0.99987,0.99988,0.99985,0.99988,0.99989,0.99985,0.9999,0.9999,0.99984,0.9999,0.9999,0.99986,0.99988,0.99981
0.98948,0.99624,0.99699,0.99823,0.99921,0.9996,0.99964,0.99977,0.99981,0.99979,0.99987,0.99989,0.99984,0.9999,0.99986,0.99988,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989,0.99989
0.97961,0.99745,0.99919,0.99951,0.99974,0.99983,0.99986,0.99987,0.99987,0.99981,0.99987,0.9998,0.99985,0.99986,0.99987,0.99988,0.99982,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986,0.99986
0.97619,0.99611,0.99907,0.99926,0.99952,0.99972,0.99979,0.99975,0.99983,0.99985,0.9998,0.99985,0.99986,0.99986,0.99986,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
0.98909,0.99695,0.99848,0.99896,0.99953,0.99975,0.99979,0.99978,0.99981,0.99983,0.99983,0.99983,0.99978,0.99986,0.99987,0.99982,0.99988,0.99983,0.99986,0.99987,0.99987,0.99987,0.99987,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988,0.99988
0.97381,0.99772,0.99952,0.99969,0.99984,0.99981,0.99985,0.99987,0.99984,0.99988,0.99985,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987,0.99987
