@relation 'database2-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13'

@attribute Mean_Nx numeric
@attribute Mean_Ny numeric
@attribute Mean_Nz numeric
@attribute Mean_Curvature numeric
@attribute OBB_Width numeric
@attribute OBB_Height numeric
@attribute OBB_Depth numeric
@attribute Major_Axis_Horizontal numeric
@attribute Major_Axis_Vertical numeric
@attribute Convex_Hull_Volume numeric
@attribute Surface_Area numeric
@attribute Concavity numeric
@attribute Target numeric

@data
0.027882,0.011615,0.131948,0.177971,0.187,0.001203,0.187,0.131948,0,0.015998,1.374671,0.003073,0
0.026878,0.01153,0.183454,0.179423,0.184,0.001735,0.184,0.179423,-0,0.01999,1.242904,0.003099,0
0.027619,0.011778,0.131087,0.177666,0.185,0.001222,0.185,0.131087,0,0.016244,1.360766,0.003066,0
0.445829,0.011838,0.170416,0.175684,0.158,0.001608,0.175684,0.158,-0,0.019663,1.232153,0.002777,0
0.447036,0.011764,0.124138,0.176256,0.159,0.000957,0.176256,0.124138,-0,0.014011,1.45426,0.002782,0
0.44515,0.012143,0.123596,0.176078,0.159,0.000892,0.176078,0.123596,-0,0.013334,1.492728,0.002762,0
0.444948,0.011834,0.123777,0.176519,0.159,0.000903,0.176519,0.123777,0,0.013457,1.485506,0.002771,0
0.444241,0.012011,0.125277,0.17698,0.16,0.000914,0.17698,0.125277,-0,0.013509,1.485212,0.00279,0
0.443155,0.011984,0.12392,0.177245,0.159,0.000917,0.177245,0.12392,0,0.013605,1.4764,0.00278,0
0.443845,0.012137,0.12392,0.177063,0.159,0.000911,0.177063,0.12392,0,0.013558,1.478723,0.002772,0
0.445184,0.011979,0.124282,0.177063,0.159,0.000913,0.177063,0.124282,-0,0.013599,1.475439,0.002762,0
0.445882,0.012209,0.123777,0.17698,0.159,0.000902,0.17698,0.123777,0,0.013434,1.487454,0.002794,0
0.463256,0.012271,0.176201,0.177426,0.158,0.001701,0.177426,0.158,0,0.020333,1.213935,0.00278,0
0.462876,0.012585,0.180567,0.178587,0.11,0.00088,0.180567,0.11,-0,0.012779,1.550615,0.003211,0
0.464826,0.013038,0.179855,0.17878,0.112,0.000938,0.179855,0.112,-0,0.013466,1.503412,0.003202,0
0.46472,0.0128,0.181686,0.178976,0.151,0.001225,0.181686,0.151,0,0.015828,1.397793,0.003218,0
0.464657,0.011992,0.179253,0.17878,0.153,0.001285,0.179253,0.153,-0,0.016384,1.371983,0.00322,0
0.462803,0.012531,0.17921,0.179139,0.112,0.000899,0.17921,0.112,0,0.013032,1.531476,0.003174,0
0.465648,0.01303,0.179623,0.179297,0.113,0.000922,0.179623,0.113,0,0.013283,1.515175,0.003211,0
0.464343,0.012674,0.181449,0.178843,0.157,0.001299,0.181449,0.157,-0,0.016392,1.376349,0.003237,0
0.460218,0.01192,0.180974,0.178721,0.114,0.000891,0.180974,0.114,0,0.012817,1.552402,0.003177,0
0.460381,0.011817,0.180306,0.1794,0.151,0.001211,0.180306,0.151,0,0.015634,1.409694,0.003181,0
0.460183,0.011574,0.179866,0.178435,0.153,0.001239,0.179866,0.153,-0,0.01593,1.394415,0.003175,0
0.388622,0.012181,0.196466,0.177427,0.122,0.0014,0.196466,0.122,0,0.017724,1.305333,0.003018,0
0.386399,0.011732,0.195613,0.177427,0.126,0.001429,0.195613,0.126,0,0.017991,1.294678,0.003001,0
0.386903,0.012297,0.195345,0.1784,0.12,0.001401,0.195345,0.12,-0,0.017572,1.316835,0.003002,0
0.389165,0.011932,0.196611,0.178011,0.119,0.001432,0.196611,0.119,0,0.017583,1.325431,0.002979,0
0.384147,0.012223,0.196097,0.1784,0.045,0.000646,0.196097,0.045,0,0.010157,1.759701,0.002931,0
0.384235,0.012123,0.197551,0.1784,0.119,0.001364,0.197551,0.119,0,0.01728,1.327215,0.002984,0
0.387521,0.011999,0.197939,0.1784,0.122,0.001426,0.197939,0.122,-0,0.017777,1.309198,0.00299,0
0.386978,0.012196,0.197,0.1784,0.117,0.001332,0.197,0.117,-0,0.017115,1.32949,0.002988,0
0.226256,0.011686,0.208744,0.17824,0.153,0.001802,0.208744,0.153,0,0.019713,1.276484,0.003053,0
0.231441,0.011854,0.210734,0.17824,0.146,0.001769,0.210734,0.146,0,0.019606,1.275471,0.003044,0
0.227779,0.011934,0.210609,0.178435,0.134,0.001645,0.210609,0.134,-0,0.018788,1.299121,0.003037,0
0.233393,0.011704,0.190037,0.178629,0.143,0.00166,0.190037,0.143,0,0.019631,1.247075,0.003006,0
0.229087,0.012016,0.210385,0.178629,0.142,0.001699,0.210385,0.142,-0,0.019234,1.282862,0.003055,0
0.226583,0.011666,0.210337,0.17824,0.15,0.001781,0.210337,0.15,-0,0.019514,1.28434,0.003076,0
