Mean_Nx,Mean_Ny,Mean_Nz,Mean_Curvature,AABB_Width,AABB_Height,AABB_Depth,OBB_Width,OBB_Height,OBB_Depth,Major_Axis_Horizontal,Major_Axis_Vertical,Target
1.386430465636327158e-01,7.237204172150368819e-02,5.336781997417779921e-01,8.385409629364560385e-03,7.821155991405248642e-02,1.966806687414646149e-01,4.300001263618469238e-02,8.404975070016494632e-02,2.009073554955694008e-01,5.266246929232709650e-02,2.009073554955694008e-01,5.266246929232709650e-02,0.000000000000000000e+00
1.386766022705640533e-01,6.997574535909220628e-02,5.645529186796245380e-01,8.641284130707183736e-03,7.682485226541757584e-02,1.966806687414646149e-01,4.300001263618469238e-02,8.005338857854672752e-02,1.995436102789719668e-01,4.903075912544507808e-02,1.995436102789719668e-01,4.903075912544507808e-02,0.000000000000000000e+00
1.321386861765929399e-01,7.847812089260720880e-02,6.051777041904181642e-01,1.196175910230331402e-02,7.821155991405248642e-02,1.966806687414646149e-01,4.300001263618469238e-02,8.144195582507374187e-02,1.994264075933235014e-01,5.651448395363134480e-02,1.994264075933235014e-01,5.651448395363134480e-02,0.000000000000000000e+00
1.477920433151079516e-01,7.774524163346638317e-02,5.875241953109130444e-01,1.207093955204704451e-02,7.753799762576818466e-02,1.965863555669784546e-01,4.300001263618469238e-02,8.110402227847039736e-02,1.992939395750494558e-01,4.987598662786885129e-02,1.992939395750494558e-01,4.987598662786885129e-02,0.000000000000000000e+00
1.236443432485599681e-01,8.288916282447959805e-02,6.393881068731462891e-01,1.540529241037032725e-02,7.821155991405248642e-02,1.966806687414646149e-01,4.300001263618469238e-02,7.915022771587357231e-02,1.980061079490420817e-01,5.168872169231031322e-02,1.980061079490420817e-01,5.168872169231031322e-02,0.000000000000000000e+00
1.251419795378475308e-01,7.986608548850453182e-02,6.356748984680765657e-01,1.546059406546218887e-02,7.821155991405248642e-02,1.967749819159507751e-01,4.300001263618469238e-02,8.255126754055587546e-02,2.003773779214649275e-01,5.202963520044101564e-02,2.003773779214649275e-01,5.202963520044101564e-02,0.000000000000000000e+00
1.216788003160804293e-01,8.263340643740808844e-02,6.721681072865085538e-01,2.094937899346671628e-02,7.821155991405248642e-02,1.967749819159507751e-01,4.300001263618469238e-02,8.226993335607593605e-02,2.001568100384820137e-01,5.119651582690509795e-02,2.001568100384820137e-01,5.119651582690509795e-02,0.000000000000000000e+00
1.218690547262856888e-01,8.206743477421368782e-02,6.729428052414329064e-01,2.091557521798236702e-02,7.821155991405248642e-02,1.967749819159507751e-01,4.300001263618469238e-02,8.326105476087496127e-02,2.007327547477350815e-01,5.150850139549234541e-02,2.007327547477350815e-01,5.150850139549234541e-02,0.000000000000000000e+00
1.307148154485880120e-01,6.485582479274044909e-02,5.167425393921113441e-01,8.542784489580785082e-03,7.682942692190408707e-02,1.953194402158260345e-01,4.500001668930053711e-02,7.951993624050927856e-02,1.975661561238975517e-01,5.241173318992664587e-02,1.975661561238975517e-01,5.241173318992664587e-02,0.000000000000000000e+00
1.227317468721163957e-01,7.530120830352216021e-02,5.535810231439742823e-01,8.633192638191329246e-03,7.648488972336053848e-02,1.967749819159507751e-01,4.399999976158142090e-02,8.477297226378180395e-02,2.022102143410891839e-01,5.814184004802513961e-02,2.022102143410891839e-01,5.814184004802513961e-02,0.000000000000000000e+00
