0.000000000000000000e+00,-1.121462048183186760e-02,1.704600437979824842e-02,4.570928156609382342e-01,1.054927123282864074e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,-4.731633948905445385e-03,3.073479628750002204e-02,4.716040909048072605e-01,1.037567154756977202e-02,1.040512844920158386e-01,1.649245917797088623e-01
0.000000000000000000e+00,-1.191244467965019843e-02,2.255469540154154615e-02,5.783262874030574707e-01,1.239207196747180162e-02,1.040512844920158386e-01,1.649245917797088623e-01
0.000000000000000000e+00,-6.221893612258950178e-03,2.518525548230309344e-02,5.667235098737293253e-01,1.228205097597651237e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,-7.854204943384075766e-03,1.458935888753327449e-02,6.157932554947840309e-01,1.478101213983376225e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,-8.587238568684258180e-03,1.323131895164220140e-02,6.222828549300546408e-01,1.472060572171412542e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,-9.306324430970989298e-03,1.403183547395540041e-02,6.270021779828366393e-01,1.537285585623916935e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,-9.316980730080746606e-03,1.401757858128308866e-02,6.270011495521661260e-01,1.537291344544338897e-02,1.040512844920158386e-01,1.649462431669235229e-01
0.000000000000000000e+00,7.594922125372053495e-03,-1.857614309238020932e-04,4.260668762695279943e-01,1.059871704503909801e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,1.124817931686484043e-02,4.629671859521313632e-03,4.252710091060558639e-01,1.034881132942970516e-02,1.062809079885482788e-01,1.649573296308517456e-01
0.000000000000000000e+00,-4.459858838010755978e-03,-3.154485066209034624e-03,5.413566561939016086e-01,1.173233271288401901e-02,1.062809079885482788e-01,1.649573296308517456e-01
0.000000000000000000e+00,5.606356028531202414e-03,-6.863993721743585560e-03,5.230584328004947992e-01,1.167940285816308418e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,-1.909258866931782921e-04,-8.965100477630185555e-03,5.827314469070372649e-01,1.388235690632413227e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,-2.595490159325428061e-03,-7.557213295044095183e-03,5.817483732669659346e-01,1.393907285323054378e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,-3.365728896073833529e-04,-1.062184156380393575e-02,5.913144500875081588e-01,1.477292239565392018e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,-3.269810908619763686e-04,-1.061682554604588720e-02,5.913152470038660624e-01,1.477232561021325774e-02,1.062809079885482788e-01,1.649872660636901855e-01
0.000000000000000000e+00,5.977429653623186206e-02,-1.775735184434825906e-02,3.654281067269578576e-01,1.035636521359765277e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,7.237692067017585662e-02,-2.108393829335459060e-02,3.568415883808309652e-01,1.039494222694351683e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,4.990912109683297293e-02,-2.856084079685873578e-02,4.596318942172090138e-01,1.087959635538154890e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,4.490735116551775041e-02,-3.677287724982459399e-02,4.636981083839133988e-01,1.067735167181858673e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,4.839392140502998818e-02,-3.718222184973508232e-02,5.024401825830405732e-01,1.236169038608858975e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,4.835407265878602368e-02,-3.511013832529159134e-02,5.086753752333045275e-01,1.238575062996498215e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,5.212998007752533969e-02,-3.777535885399632004e-02,5.147892900085589973e-01,1.332711513410977759e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,5.212136492100592766e-02,-3.777557230677298927e-02,5.147876497761612047e-01,1.332624101730587977e-02,1.031894311308860779e-01,1.649861335754394531e-01
0.000000000000000000e+00,1.047247873780125516e-01,-2.334929760009571420e-02,2.922948098331129008e-01,1.092125454767059467e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,8.759253953001336357e-02,-3.724673619950800985e-02,3.459589218643316366e-01,1.133541852774851838e-02,9.431526064872741699e-02,1.649153232574462891e-01
0.000000000000000000e+00,9.722316867532103390e-02,-4.041475909122060894e-02,4.084470689160482615e-01,1.127384299342864930e-02,9.416812658309936523e-02,1.649557650089263916e-01
0.000000000000000000e+00,9.150358475152656212e-02,-4.508520023678855987e-02,4.057891834161226896e-01,1.136764980991241195e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,9.286205429719558702e-02,-4.115206205524236938e-02,4.587381106523660823e-01,1.271213371300836982e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,9.408311403483038404e-02,-4.158515208031633714e-02,4.632664355729169126e-01,1.281575051387762697e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,9.246602746511597970e-02,-4.434586849708024858e-02,4.669787625551316546e-01,1.361766194931903103e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,9.246277054765736358e-02,-4.433639511358321295e-02,4.669784710626739832e-01,1.361691699132926668e-02,9.431526064872741699e-02,1.649557650089263916e-01
0.000000000000000000e+00,1.135001603205793991e-01,-2.998557060462807289e-02,2.890156150912197019e-01,1.170223588816466168e-02,7.080782949924468994e-02,1.648818999528884888e-01
0.000000000000000000e+00,1.151955586745275761e-01,-2.115408010214525972e-02,2.911154761635202370e-01,1.173310822365899661e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.239144127627383046e-01,-2.640926272643240660e-02,3.848850764619299869e-01,1.195692107495139635e-02,7.091643661260604858e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.183528704257103548e-01,-3.039015684080583965e-02,3.870847463203183625e-01,1.193901133291881168e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.221325715539030438e-01,-3.379764167509045902e-02,4.267939992196463916e-01,1.337038809468387573e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.242607415810363242e-01,-3.355592431090845262e-02,4.265860005090517104e-01,1.338381610370337899e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.265231753008226323e-01,-3.588146730923264666e-02,4.259908609988804495e-01,1.390452761362943011e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,1.265196858974946548e-01,-3.588324051353178334e-02,4.258668134244079084e-01,1.390356794946716497e-02,7.102503627538681030e-02,1.649709194898605347e-01
0.000000000000000000e+00,6.078213393600943870e-02,3.984584227403378787e-04,4.121965861802667219e-01,1.102709337375241440e-02,1.166819632053375244e-01,1.649709194898605347e-01
0.000000000000000000e+00,6.254278618140055035e-02,3.314600721823517636e-03,4.133966321916712205e-01,1.108455161388447428e-02,1.166819632053375244e-01,1.649965643882751465e-01
0.000000000000000000e+00,6.971281549834157376e-02,-1.099654391324494246e-02,5.306137401095938344e-01,1.238177344251554721e-02,1.166819632053375244e-01,1.649965643882751465e-01
0.000000000000000000e+00,7.550833558065953022e-02,-1.035212902851534618e-02,5.286821164875902257e-01,1.218126993972726627e-02,1.160567030310630798e-01,1.649965643882751465e-01
