nariz_mean_distance,nariz_variance_distance,nariz_min_distance,nariz_max_distance,nariz_mean_speed,nariz_variance_speed,nariz_min_speed,nariz_max_speed,nariz_total_distance,codo_derecho_mean_distance,codo_derecho_variance_distance,codo_derecho_min_distance,codo_derecho_max_distance,codo_derecho_mean_speed,codo_derecho_variance_speed,codo_derecho_min_speed,codo_derecho_max_speed,codo_derecho_total_distance,codo_izquierdo_mean_distance,codo_izquierdo_variance_distance,codo_izquierdo_min_distance,codo_izquierdo_max_distance,codo_izquierdo_mean_speed,codo_izquierdo_variance_speed,codo_izquierdo_min_speed,codo_izquierdo_max_speed,codo_izquierdo_total_distance,muñeca_derecha_mean_distance,muñeca_derecha_variance_distance,muñeca_derecha_min_distance,muñeca_derecha_max_distance,muñeca_derecha_mean_speed,muñeca_derecha_variance_speed,muñeca_derecha_min_speed,muñeca_derecha_max_speed,muñeca_derecha_total_distance,muñeca_izquierda_mean_distance,muñeca_izquierda_variance_distance,muñeca_izquierda_min_distance,muñeca_izquierda_max_distance,muñeca_izquierda_mean_speed,muñeca_izquierda_variance_speed,muñeca_izquierda_min_speed,muñeca_izquierda_max_speed,muñeca_izquierda_total_distance,rodilla_derecha_mean_distance,rodilla_derecha_variance_distance,rodilla_derecha_min_distance,rodilla_derecha_max_distance,rodilla_derecha_mean_speed,rodilla_derecha_variance_speed,rodilla_derecha_min_speed,rodilla_derecha_max_speed,rodilla_derecha_total_distance,rodilla_izquierda_mean_distance,rodilla_izquierda_variance_distance,rodilla_izquierda_min_distance,rodilla_izquierda_max_distance,rodilla_izquierda_mean_speed,rodilla_izquierda_variance_speed,rodilla_izquierda_min_speed,rodilla_izquierda_max_speed,rodilla_izquierda_total_distance,tobillo_derecho_mean_distance,tobillo_derecho_variance_distance,tobillo_derecho_min_distance,tobillo_derecho_max_distance,tobillo_derecho_mean_speed,tobillo_derecho_variance_speed,tobillo_derecho_min_speed,tobillo_derecho_max_speed,tobillo_derecho_total_distance,tobillo_izquierdo_mean_distance,tobillo_izquierdo_variance_distance,tobillo_izquierdo_min_distance,tobillo_izquierdo_max_distance,tobillo_izquierdo_mean_speed,tobillo_izquierdo_variance_speed,tobillo_izquierdo_min_speed,tobillo_izquierdo_max_speed,tobillo_izquierdo_total_distance,category
107.53767072671715,11.450125931482233,101.28209367899144,121.22009940599784,10.601598876921514,71.716145575827,0.0,36.04421148294932,10753.767072671715,61.89470460377732,21.29978991024938,50.87423218093812,75.13030347336553,17.949500482348316,479.18533439257914,0.0,114.58785903085939,6189.470460377732,54.36484014362787,58.490309250289755,35.0526389876711,75.70130448017392,25.51160179423861,764.5510495839872,0.2658378818666307,104.94020602568462,5436.484014362787,97.32446055451527,166.6622502753531,71.04839899674025,117.69266119856412,51.94429633713222,4500.937790005749,0.0,253.258520141312,9732.446055451526,90.07886826282098,197.37246716095606,61.206106721470206,115.42394682213913,56.10206205054648,4858.240646959219,0.0,252.31934097707892,9007.886826282098,155.52242453576886,1.9259762788687038,152.74058890812225,158.32975873157895,5.411497099737048,21.419100930852153,0.0,25.053852747853114,15552.242453576886,155.39610081594307,2.255657779054272,151.6795553131667,158.64780174966182,5.915718444515399,29.675576421782008,0.0,32.21055815375905,15539.610081594306,249.51597903697728,5.603490119932824,244.22146711540327,254.63159662539917,7.762896068927332,56.51002899940704,0.0,30.083383017656047,24951.59790369773,244.99935658290272,4.390428246127172,240.612889305623,249.331606500259,7.189594216731963,37.8487455795513,0.0,26.105393308858424,24499.935658290273,Aerolinea
107.02810453384714,1.2763534261505345,105.15494519992866,109.71240814055628,4.564678145305045,21.291358797446883,0.0,19.728952484150142,10702.810453384714,61.55252521614456,8.288272238271873,54.83327001009515,68.42011765555507,9.479242673575444,121.26700072182416,0.0,53.02047897154743,6155.252521614456,55.999381860604466,7.987859828488451,49.227786868800024,60.87281823605672,10.736131662513086,158.71274483799428,0.0,68.12691301160413,5599.938186060446,88.22348882269202,165.58562621447584,59.82944509186091,103.38429522901436,43.65791471941344,4516.470236480159,0.0,388.0803573729148,8822.348882269202,87.43699261641788,177.69300221866973,58.10765870347901,109.36207066437613,50.510234992887554,6256.459537827872,0.0,342.78783575970095,8743.699261641788,161.1812616142979,1.7673277002592724,157.84347468299094,163.04178912168499,4.950880424379831,31.170608274638546,0.0,20.187370811591734,16118.126161429791,162.039068692694,2.3070375801936014,158.78149293919617,164.3565103669459,5.7056164857001,34.27048771083241,0.0,21.948568615062243,16203.9068692694,247.6171508041594,3.0508864951308188,243.82755176558697,250.89464920559786,6.429037511929742,32.091932011728275,0.0,23.871929341549958,24761.71508041594,250.21920738125257,2.618189391643802,247.01189242625546,253.16496598068224,5.862533010104233,34.56742544109439,0.0,22.562311818515752,25021.920738125256,Aerolinea
106.81718527997424,9.769751377429944,101.61077698748298,120.59513879091479,9.623129815818126,103.7892379888158,0.0,59.42837190576071,10681.718527997424,55.48764171531474,25.772466538246697,43.395708313150045,70.66868118197763,15.641122298651329,235.36941793680597,0.0,101.84180592854489,5548.764171531474,48.31431255977784,24.9296231071643,37.56577564752257,55.55909016533658,18.017095910693687,303.5064082649378,0.0,75.47896240661828,4831.431255977784,86.23128373579507,186.5038689664646,57.23853597009623,105.61190747259515,47.553365889195206,5142.88411823633,0.0,351.95900253640207,8623.128373579508,81.76133973598743,152.95600967317338,55.867588993977535,102.06431795686483,41.1814197954191,2674.4356645123353,0.0,181.24768549495514,8176.133973598743,154.9800796988981,1.7757793163636926,151.59011346390633,157.0879530708832,4.332053746908005,22.460655472467323,0.0,19.429818052120993,15498.00796988981,154.71047494675858,1.4263300488774737,151.94571399022743,157.66677677938367,4.596281663184872,18.390878845761943,0.0,21.13277623181915,15471.047494675857,252.07979766258202,4.539126658288972,246.03378832997714,256.4456570113832,7.117012675021807,68.32421394910897,0.0,45.27789457366566,25207.979766258202,248.94250151030081,3.4384513069756197,243.8812467165116,251.6741444805167,6.559850351740787,72.11988032166487,0.0,42.2697822637258,24894.250151030083,Aerolinea
106.16510382866461,0.9729586352148085,103.63728817370705,108.66605955863128,4.401455132135986,18.80585668024893,0.0,19.344133519963407,10616.510382866461,57.681143880834505,12.4678187863306,49.13819797265667,64.08441698260194,12.179869315773274,210.76909570496326,0.0,75.8837827716215,5768.114388083451,50.72620045284643,16.666755169335957,42.20559796993759,57.58634820858152,15.717922559700522,220.17753826676474,0.0,54.05449451338178,5072.620045284642,79.89749055770135,218.4580834161869,49.596496852096315,101.7512284938123,49.9773059337559,4015.702075026112,0.0,260.81668024354957,7989.749055770134,82.31716728698743,184.63784832942144,55.86647026616233,100.63082281289367,53.121133700331505,5173.803207146257,0.0,343.34074168289936,8231.716728698742,158.56680807230998,1.0958361204094884,156.436488710275,160.66191210115733,3.7517845815465094,18.180169526952465,0.0,21.472124500693894,15856.680807231,161.03871934834706,1.7811824689963514,157.395600319704,163.17571050864157,4.699500261251445,23.75174003353113,0.0,22.87124227426432,16103.871934834706,245.61824738302295,1.0394469617742657,243.36469546752258,247.87610312412127,4.134396709063713,17.824043509299678,0.0,22.63887658365661,24561.824738302294,247.8440998251548,1.605739251211571,245.19558519679754,250.02912330366638,3.7311928960563545,17.0867273273923,0.0,22.554958316486875,24784.40998251548,Aerolinea
104.51922200011224,7.783820698238605,96.94263767816513,110.31347379173589,9.601016306320867,69.9090605597007,0.0,38.72033013830048,10451.922200011224,50.50734062605144,16.103326145469293,43.41730645721819,63.63224418484704,11.358317885429924,121.26399210438639,0.16376824602311046,46.417885228306375,5050.734062605144,44.9730324597903,34.36878926327976,34.83981199719654,58.73084794211641,13.789662279634575,185.28969765418853,0.0,53.127837333761505,4497.30324597903,76.7260517304915,169.21892510095117,49.26015123809508,96.68925741777107,47.92234518873902,3084.098196893483,0.0,287.7680523213394,7672.60517304915,71.74419676076168,201.0494759122368,34.68158733391538,99.89901150662102,45.901259657624756,2591.1598322729405,0.0,171.2065581488948,7174.419676076168,153.30360369269926,5.579641244254079,147.63553095376466,157.19891857134388,7.475675929048117,55.078676829469465,0.0,33.86480291456422,15330.360369269925,153.81560659251377,2.482746037409495,150.1605390906679,157.407512527198,5.692543867995533,26.873963874497058,0.0,25.561102963586677,15381.560659251378,248.74393144767396,3.576078742303184,245.10342204873436,252.95713569693976,7.091739360152872,34.214156360705466,0.0,29.838440632645984,24874.393144767397,253.71799925754988,3.73293206655962,248.3237554081365,256.9315327086187,6.312552893736368,37.810593105798006,0.0,29.030479378619987,25371.79992575499,Aerolinea
107.07999087447081,1.3780851750027696,104.6303015383211,111.42542349033276,4.8853764387671195,19.60690013858548,0.0,20.727375844326588,10707.99908744708,58.90868921914501,5.363721699180674,51.491504153598,63.49704717543958,8.468516797669322,65.04249960395288,0.0,31.289395608959296,5890.868921914501,51.91987265904022,18.369265726310733,42.59841546348878,59.25052742381286,15.685369915114672,336.53955905790303,0.0,110.38739419837412,5191.987265904022,82.41560717166938,226.3499439647251,48.28690298621356,101.24660488134899,50.917181314009866,5322.545903692899,0.0,359.59624116846544,8241.560717166938,83.11731601053562,194.4247769745052,57.498913033204374,104.55291722376761,51.09575282139777,5504.049605311601,0.0,364.41364544487624,8311.731601053561,158.90385603857226,1.3012990633302077,156.24139976331497,161.5019349729284,3.237744941009921,15.872237795835874,0.0,20.32769068657302,15890.385603857227,161.47288328469165,1.2138522508565603,159.1267183724971,163.70056505705776,3.6886432686150146,18.7735437711402,0.0,22.23155234109214,16147.288328469165,246.15691146585831,1.7764521107096465,243.45571979314843,249.9697481696535,2.9304462394480852,12.797619988338047,0.0,17.29775808114283,24615.691146585832,247.81926689276602,1.5502088201834372,244.676699953224,251.10082636263863,3.8239030207525895,20.240824471838312,0.0,18.77783579090135,24781.926689276603,Aerolinea
104.00123611254702,5.381072790151322,99.50659525880684,116.61367844296826,8.490506075381697,73.90678319623282,0.0,38.4898982104194,10400.123611254701,46.8364128882769,5.797780564493839,41.430664971733194,50.89818267875583,8.301601270414954,101.37986463632859,0.0,64.41212319802595,4683.64128882769,43.96269280836678,17.50607680522728,36.899356362950286,53.631264202888225,14.099953605718769,205.74130430985775,0.0,55.70376142216695,4396.269280836678,68.36587925179487,152.45548396869302,39.58377192739469,85.30386861098387,46.21500664518981,2555.124212384751,0.0,183.69474761332938,6836.587925179486,67.66463800812116,120.80923053527657,44.24576250896802,80.89537996696721,36.66730805730033,2957.427781507909,0.0,318.06029054413307,6766.4638008121165,153.45425028294613,2.0681263625517583,150.13452301186427,156.54671826646512,6.561178177852036,46.26385813935201,0.0,29.92933099672541,15345.425028294614,151.6839169788997,1.1956615537952924,147.47902393221892,153.4134527999419,4.731187379947815,19.32948880767485,0.0,18.871364262855366,15168.39169788997,249.2636222145705,2.4404196685597843,245.93571314471592,254.66595767789616,5.306904877630554,22.005020040182686,0.0,19.648001815364466,24926.36222145705,252.2482729712228,1.0334929651135372,250.65514157902288,255.14334206480873,4.355141763378122,12.219858683249413,0.0,15.225984054902426,25224.82729712228,Aerolinea
107.40397445129592,2.2474970357257384,104.27397805780693,112.69289019277126,4.5297715713240425,31.9821040521312,0.0,39.69944704114667,10740.397445129593,60.33081817126513,6.804170490652707,55.97934887081128,68.82450508358197,9.562099711838028,95.01891128286492,0.0,49.45810135957018,6033.081817126513,55.09362704354509,20.455564835106838,43.170447067409434,62.63435558860648,15.498461824977523,262.74140464264434,0.0,72.05892184524977,5509.362704354509,87.43039976095368,128.24136125234932,63.25,103.2587768666664,44.44352275941184,5512.417166967702,0.0,327.50182603313266,8743.039976095368,91.62902736066253,165.95969185753054,55.68325601112061,112.64906790559787,54.31374415427668,5979.742458532021,0.0,326.4816988076184,9162.902736066253,160.32882216386832,1.3106399461451235,157.8595103248455,163.26091081456087,3.52243068618425,21.827469611779478,0.0,33.92680187382837,16032.882216386834,162.6212337101348,2.0031278724549795,159.81825615366975,165.6189149825587,4.519773998816319,33.27533151140397,0.0,32.34966269507282,16262.123371013478,247.63358724010496,1.3335561589146914,244.49258679968193,249.95637119305442,3.6185773011114426,20.065332180653403,0.0,33.11537963004753,24763.358724010497,249.02317963880623,1.4643965442742628,245.87115528259918,251.24315911085023,3.7783251862351688,22.209232587758727,0.0,32.878582667210594,24902.31796388062,Aerolinea
101.02940418466056,6.8902677701941775,96.10703668306499,106.32056480286398,9.962738168205586,89.90696280801288,0.0,42.12449596838468,10102.940418466056,50.11727331653791,25.813929611551224,41.53688120213168,63.82299742255921,19.463433774113877,467.8423429595212,0.0,113.62679218436533,5011.727331653791,43.709545856594175,45.65401617201053,33.33541660156657,62.70865171569231,24.376670441276396,764.9856863822414,0.0,138.31813559360398,4370.954585659418,80.14970648640157,243.13275267038065,38.08214804865923,102.32088007831051,53.031087674507965,4391.50342330381,0.0,247.96543946886322,8014.970648640157,75.03233381209263,200.23813910171745,40.30198506277327,92.81298400547199,48.935302870980664,4029.8025907737947,0.0,265.0944784470651,7503.233381209263,151.86928379664587,3.3106202968074245,147.582815734082,155.01572500878743,6.0165182431138655,35.39294240623173,0.0,26.762499980780774,15186.928379664587,151.16679522800507,2.1635308024036215,148.39937668332706,153.8954596471254,5.254051672265717,24.023072819182623,0.0,18.360892819597723,15116.679522800508,250.13953514330774,3.131144737306942,246.47439015037648,253.98929603430142,6.889686310192022,30.437844928930502,0.0,30.240320339938762,25013.953514330773,248.73394676616405,4.56626376470217,244.7492339109563,253.4573435511388,6.303908007509981,33.56739493721108,0.0,28.869476678118815,24873.394676616404,Aerolinea
107.67667468451693,0.9639938229444429,105.88525629189363,110.36105517799292,4.20677395996572,21.804411834292715,0.0,29.145079799988167,10767.667468451693,61.75527585066603,5.991444048631894,56.609407345422724,67.03031030809868,7.686213814566556,77.08383532169317,0.0,42.48033445678544,6175.527585066603,58.409882455369704,10.571976313024413,50.05871552487139,65.90049316962659,13.497789885710452,249.59652305778775,0.0,79.12347829393468,5840.988245536971,90.79412950053826,140.0471446863533,66.54415827103082,110.6732239523183,52.05015678308703,3839.946859585927,0.0,218.35069934465338,9079.412950053826,95.23272580357417,153.12480911238276,67.90848621490542,115.67897388894838,54.887074742545295,6334.814124511614,0.0,371.4950947128514,9523.272580357418,162.48900358670494,1.4791296967574699,159.38514673582353,164.59438781440878,4.124444359316454,28.324114085406492,0.0,29.44192307021865,16248.900358670495,164.1183298002908,1.5448975383575725,160.98854772933385,166.41101225579996,4.2433119911698105,30.70035954096743,0.0,30.05091725648697,16411.83298002908,250.32604496717693,1.5574101928475448,247.25214862564894,252.55222232243375,4.032043403509168,31.123666577156083,0.0,30.27286710408589,25032.604496717693,252.37056579056687,1.4476237870377946,249.53381534373253,254.20427317415417,3.905949246172852,25.691395992311477,0.0,29.980227093731457,25237.056579056687,Aerolinea
