codo_derecho_mean_distance,codo_derecho_variance_distance,codo_derecho_min_distance,codo_derecho_max_distance,codo_derecho_speed_mean,codo_derecho_speed_variance,codo_derecho_speed_min,codo_derecho_speed_max,codo_izquierdo_mean_distance,codo_izquierdo_variance_distance,codo_izquierdo_min_distance,codo_izquierdo_max_distance,codo_izquierdo_speed_mean,codo_izquierdo_speed_variance,codo_izquierdo_speed_min,codo_izquierdo_speed_max,mano_derecha_mean_distance,mano_derecha_variance_distance,mano_derecha_min_distance,mano_derecha_max_distance,mano_derecha_speed_mean,mano_derecha_speed_variance,mano_derecha_speed_min,mano_derecha_speed_max,mano_izquierda_mean_distance,mano_izquierda_variance_distance,mano_izquierda_min_distance,mano_izquierda_max_distance,mano_izquierda_speed_mean,mano_izquierda_speed_variance,mano_izquierda_speed_min,mano_izquierda_speed_max,rodilla_derecha_mean_distance,rodilla_derecha_variance_distance,rodilla_derecha_min_distance,rodilla_derecha_max_distance,rodilla_derecha_speed_mean,rodilla_derecha_speed_variance,rodilla_derecha_speed_min,rodilla_derecha_speed_max,rodilla_izquierda_mean_distance,rodilla_izquierda_variance_distance,rodilla_izquierda_min_distance,rodilla_izquierda_max_distance,rodilla_izquierda_speed_mean,rodilla_izquierda_speed_variance,rodilla_izquierda_speed_min,rodilla_izquierda_speed_max,tobillo_derecho_mean_distance,tobillo_derecho_variance_distance,tobillo_derecho_min_distance,tobillo_derecho_max_distance,tobillo_derecho_speed_mean,tobillo_derecho_speed_variance,tobillo_derecho_speed_min,tobillo_derecho_speed_max,tobillo_izquierdo_mean_distance,tobillo_izquierdo_variance_distance,tobillo_izquierdo_min_distance,tobillo_izquierdo_max_distance,tobillo_izquierdo_speed_mean,tobillo_izquierdo_speed_variance,tobillo_izquierdo_speed_min,tobillo_izquierdo_speed_max,Class
57.90118212159563,45.34973123415641,49.85854991874513,79.32015821971109,2.755292820901436,8.438036091418866,0.003491508118415254,12.963779132791927,58.89753099953351,88.37269409999037,47.803634799040125,81.42289297243128,3.6349803663527847,19.914366530246376,0.021523669009454238,20.147898072390696,70.2796666576001,507.0874540369806,31.830606340439072,114.40771390076807,9.49298348599905,110.09854812711559,0.0018403099963819614,54.232449048837424,75.17958249642338,382.82676834694246,41.45102531904368,140.89779096919867,9.742052233970188,157.19525876813384,0.005947168090131072,70.40754341678898,143.64100506310015,4.686656022666958,140.32751868397017,147.45740910513788,0.3307813995329746,0.12209392814451962,0.0059640472344710815,1.5147359806107943,143.98528055330277,2.249605037056809,141.19180216995602,146.7738481474135,0.3734374356762026,0.13572237903046094,0.001972317295923176,1.5606428250324313,223.955889930692,6.457060961369407,220.17336918891894,228.11743138129538,0.3043542294856059,0.11100749996036476,0.00578881191944447,2.065722694986164,222.11538684814855,3.2455053508083282,219.1608997973863,224.97791558284115,0.29574987748666626,0.09744136102454994,0.005470124848017122,1.535808986971432,Aplaudir
60.41369788742828,91.04430057226618,50.47833693773993,88.19899375843241,3.1913969874750903,12.825842185620523,0.019669972568344463,15.019420105670534,61.17168769872015,111.84684251540432,50.015622559356395,92.87928994129962,3.332727419477434,18.899862117353102,0.030186519481802065,28.740805687916172,77.19155993394574,939.7897221859198,31.21097563358121,282.84956248861334,13.906343290844132,774.0916512832192,0.00035690039291580433,187.99902216332052,77.91799339348248,401.4899550840621,41.22878242199253,129.18712203621536,9.919815599599083,164.58266381399417,0.0011400361971993789,56.8126617618893,142.6342247604712,4.047148464028569,139.57300956846922,145.3024862141044,0.34031505362410924,0.15259928234776976,0.005579845622264656,1.5969226951338555,142.39526285034043,3.215017962070462,139.4693066592073,145.25731478999603,0.30482009468237425,0.11623517314023132,0.003471714753999322,1.5894579045232717,222.63516095190698,7.529149412619614,218.76999908579788,226.55200837776744,0.2701799079596313,0.10339618670308504,0.00027891729612861127,1.5451914696781728,220.3205384804183,8.857650200526543,216.2270219005941,224.53660614697105,0.2999388017788041,0.11530156702542792,0.0059243784569957825,1.802365343849857,Aplaudir
60.65981190241623,503.0735807711943,47.265870350602874,275.21480247254146,6.699193536023064,890.1202759113353,0.019653983133430586,218.9542479071979,60.22456729285201,80.74961554418188,48.18778372160313,80.95098825832827,3.30725692258755,13.637669888748029,0.023800872724500266,16.517443216281777,75.61931168478799,541.6265912311983,37.09194656525861,125.12268978886283,11.094074684936908,148.35347515869995,0.0018033819646490201,54.406028015735934,78.13139732130013,451.3286642637714,44.216795451502364,127.17016159461306,10.94468942306491,179.07703394138954,0.013844070286950227,66.70271167318839,143.94346986556135,5.583947537609936,139.6858081553026,147.14002684517902,0.38524974250953653,0.16039141300393184,0.002908044839472268,1.773622213095706,143.54309396168003,4.5260615235357715,139.79739804445575,146.82195850757475,0.3310067995750228,0.1261716473762634,0.00022243207740757498,1.4837307427153803,224.34778116229896,5.261325811347947,220.47349613955868,227.14904248092265,0.3177481565070782,0.09819910184708452,0.004988193187188017,1.4818592209138046,222.43512843001164,9.069964973971125,217.3479353479117,225.6073746578334,0.3182461980452967,0.0986976991177657,0.003061523785021336,1.2279329431866017,Aplaudir
58.82377971492121,40.37733843477144,50.048101862108616,72.65414647492598,2.4497328535322866,5.437077343705813,0.01604588845748367,9.586122808303408,64.8743729341271,906.7943044482806,48.34446710844996,266.0987833493419,10.731471811676496,1413.0087647094922,0.02324986804849516,202.66932068690383,73.40351370133884,640.1614154518811,30.80787237054841,123.09904548776973,12.194979937658273,172.66407157932503,0.0011194104661456095,63.33490391666769,76.9381561799435,487.40479659658916,37.98848509746078,129.4879338007986,10.613226820539488,137.94500611204376,0.0011842475961714172,51.05550782010012,145.30884660261972,2.01487274376812,142.51249945180248,148.52398796154108,0.435669456282655,0.15621961395165246,0.01502511779065685,1.6362554766168103,143.05173283169407,1.3003624743674191,141.1625835694431,145.50730222225963,0.3926330978755189,0.13005643040091824,0.004190704137158718,1.347655672652138,223.542936277252,6.284106610550044,219.34291075847426,227.31118538250598,0.3930739093447771,0.14292624108506471,0.016379742998140046,2.376647335051956,222.03162814021073,2.6936670779659875,218.99514834808556,224.65056198460755,0.3691980373788734,0.12262348018530093,0.007965569516329651,1.4921634188216615,Aplaudir
63.11262299061297,118.53277196439541,51.4423220704509,86.94430688665014,4.440740174878953,22.48503826407934,0.027544456825388863,22.39545680666553,63.178932187233244,142.25570977877143,48.81406047441659,95.29624861451788,4.878145744348045,31.575610331461924,0.01690726048482105,28.717817422426847,74.4456217143531,589.1262955186247,33.4150041149182,129.9122299862488,11.445028795064468,159.27696567785472,0.00262729002477613,73.79961999526728,80.23225686691653,1001.2228111526524,36.78739593937032,293.14309645632113,15.19884896797819,691.7028988648968,0.0016061734021235452,180.6628204075845,144.66187303856827,3.700115124395673,140.48442974223158,147.4675811831197,0.3943968568969154,0.1436678837756906,0.00022080377698330267,2.219426521198585,143.02383416727315,3.291399083178872,139.59875536694443,146.11874451965429,0.3655254828394758,0.14073955845965308,0.00022385568456684268,2.0961873489276854,223.55647563947073,9.194772382526695,218.07940067782653,227.40863550006188,0.390299571334674,0.1315743477270229,0.008165088451306701,2.0243812057534853,221.26831003171404,12.712727989179019,215.39527617847148,225.32837149369362,0.34852464239337094,0.13089199030248036,0.0047356354663179445,2.164919650024501,Aplaudir
55.93947356276906,72.29322981844682,40.86104501845248,84.2748479678249,3.996481425872287,19.38346302147599,0.08248744529900165,20.925316530481787,59.92778137665346,99.56163562831071,46.29322304614359,89.4877784951666,4.620597964138486,28.219431184368208,0.021158131450619067,29.090137812769072,71.53555832955308,204.7514085647563,40.28957681584655,92.77762391870144,5.264012913376255,30.620855031281568,0.007413376232321411,34.875851487402585,73.84721230266791,206.79215669160774,48.273957782638874,120.00937463381767,6.625689992876623,52.576399545992615,0.013337036792123058,30.00950230091952,171.83451539017426,2.221535983792346,168.22492383710565,174.14828451638564,0.2995547773944074,0.07623875320680465,0.010324596171926714,1.7300743927163182,170.17026490960268,1.0666066622631907,167.85019362514896,172.77677071875144,0.33855143950484434,0.09564863758440681,0.0031173994803452842,1.5501696925341832,262.9257481781805,0.9403484282711438,260.72051607036985,265.1203736041423,0.26633979453602324,0.0658635166160691,0.00047808226463530445,1.6035778571725245,260.7366686850282,1.0097000342002687,258.87738410297646,263.1117870791805,0.28614947057327195,0.06518468927315747,0.002270437769993805,1.4472524966416245,Aplaudir
52.50535826703623,52.51058409107975,38.399218742052554,77.40316530995356,3.3652972842177626,13.432493898110648,0.0233880550340686,18.94189171245405,55.01729210226874,58.435045185493365,43.25,85.29764064732389,3.9597891751245227,28.513843789128956,0.0224511101735132,30.22950103829043,69.45293892483379,182.27010071041474,33.77314021526574,89.77367375795646,4.551367295437268,24.716606826630237,0.0014163283030228513,31.294852678033934,70.71077984839252,132.45832144663433,50.49319261048959,91.77622241081836,4.704258536462402,21.572113642072416,0.012034818557431493,15.704509467457825,172.35348069151286,1.071533858900664,169.4815624190431,174.01167345899526,0.2965485315452485,0.0763724825780997,0.0016257064175704272,1.195215438988896,170.96936701024285,1.1249182998816487,168.6812823048248,172.8377128985454,0.3186019655280016,0.06748965105584995,0.013848690795697394,1.5400628098936409,262.5986302021693,1.0429706508450332,260.66849157502713,264.33004937010094,0.23278100535275764,0.04003032818438024,0.0029638026689440267,1.1924613806588695,259.94354563570755,0.47091650186446976,258.1775067661782,261.65351612390003,0.24381883705589957,0.05543072516317447,0.0004802039386504475,1.178483100786707,Aplaudir
52.107617621597164,70.39450586001608,39.0808456919755,85.80828922662425,3.624108513717531,16.464780976912795,0.02105148487378017,25.568352411148354,57.82643368788347,70.59388074829776,43.76856748855279,94.19593940292755,4.515138827066622,28.39006098541493,0.013667519458998356,33.22155953728234,68.67552032306128,141.98210440080305,31.434455617999813,84.43969741774303,4.6028907153878595,20.382139524603772,0.003356407491907021,19.52972930672214,72.45040570582289,132.70513945622977,52.66996297701376,95.07825724107484,4.973406394399331,24.18683741791046,0.006321621943108369,19.596647626300296,172.0126319096504,1.8624631465899852,168.37996466325797,173.92868509823214,0.2693299671675384,0.06760957906634545,0.0071783020950419996,1.1358900524588194,169.6709897116302,1.0804295716041945,167.6704356766571,171.06906500007534,0.26701718486573567,0.044778635858926184,0.0018344129544232146,0.9413460101073952,262.05178387600336,1.0625680852724835,260.200523635138,263.44520303091497,0.2448306878642175,0.05234147211129895,0.004160846495778969,1.3271968103113068,260.120654289352,0.4288758378113789,259.15065598990867,261.55233701880775,0.22303298393282,0.0506238890538226,0.01909235557343436,1.3497625584637376,Aplaudir
53.27617792998276,79.87195977052292,38.64097566056012,84.81302965936307,4.593308944472176,26.444952138855413,0.027265337723520133,30.821710912734922,60.209139310053885,114.92820054800448,45.63441683641854,88.07454229231055,5.716149409921137,44.69700200364842,0.10427950826436927,32.746937292078655,71.78252604890304,139.65487781672354,36.538507084991856,90.11208298557969,4.690982947206521,22.18911110837715,0.004107874030111702,24.348345156029993,77.42520363200501,172.1487045884447,50.05309680729056,109.9425986594823,6.190035098431721,32.835155517263374,0.05200966257038431,28.18151378409675,171.73924580282753,1.9604303797853713,168.538014999584,174.07002901131486,0.2962932831289747,0.06462893827423477,0.007815484974315723,1.2034176506972187,169.74316516756187,1.5982362604205327,167.26644164326567,171.38990635390405,0.3611625784152928,0.09425429640828355,0.00493729032885426,1.4544555623657232,261.61199967556206,1.0767684381151847,259.61233117862486,262.94117688182655,0.20733098575372808,0.02884163126082006,0.0047728918123652875,0.8441650435248107,260.3767187624333,0.2916176855578392,258.91323353587006,261.63249511480797,0.22617381788421423,0.042096257323343364,0.0008428055348304042,1.1555811207350075,Aplaudir
55.45929240764438,460.7373844882815,38.905333824554184,250.38645131076882,7.8091843669729135,735.3647314260053,0.01796708135934466,203.21323327341207,62.86374224975841,216.6141771272124,48.10535313247373,135.19314886487408,7.268042033470371,115.05677456697721,0.03722478813058672,60.23232576373677,66.46988942709203,171.11810560622285,31.531730050855124,83.69326436458313,4.5093440666463565,15.254163833960737,0.0034023102295606122,21.68286001446529,71.24747990692622,154.06033526479365,39.5506005011302,94.33351737320092,5.059700060511576,18.98675947671182,0.017666976179285143,19.306438928148836,171.57348139740319,1.973339570657708,168.5382004175908,174.01544471684116,0.2872560131671863,0.06516421107216701,0.007207324686902439,1.3951978970243886,170.2942495947625,0.734020158318464,168.38349087722347,172.54238609686607,0.3178473922540084,0.08250143040886392,0.011660813742167875,1.6665174085108845,262.1687750134483,1.7187201494324438,259.41496680029854,264.06852803770465,0.2824271312524897,0.07683115266528535,0.003801091464424644,1.6389446799449843,260.4307171542263,0.4390783185362904,259.5316695511359,262.53487863520155,0.23439805618310897,0.048956501377541595,0.0038393126465052774,1.19257034828496,Aplaudir
