x,y,z,nx,ny,nz,curvature,AABB_Width,AABB_Height,AABB_Depth,OBB_Width,OBB_Height,OBB_Depth
1.812913455069065094e-02,6.115293130278587341e-02,4.360000193119049072e-01,3.666195893948567264e-01,-1.655126967980523056e-01,9.155302419202669961e-01,3.282619551348636960e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
-1.528543978929519653e-02,5.885309725999832153e-02,4.520000219345092773e-01,5.646439916091376965e-01,-1.091260321739929706e-01,8.180884254416882495e-01,1.210183281760636442e-02,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
5.867222696542739868e-02,5.214256048202514648e-02,4.280000329017639160e-01,5.320422816494146251e-02,-2.621041245999071734e-01,9.635718644569740698e-01,5.341868529121764249e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
-1.582981273531913757e-02,4.462086781859397888e-02,4.460000097751617432e-01,3.608987270143731441e-01,-2.812661224201891685e-01,8.891802276356105539e-01,6.013381722158326129e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
1.560640484094619751e-01,-2.242662012577056885e-02,4.570000171661376953e-01,5.093321282586756871e-01,-5.908271631229936593e-01,6.257028419621599724e-01,2.451867529038330440e-02,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
8.220554143190383911e-02,1.527851633727550507e-02,4.200000166893005371e-01,2.043574073452656403e-01,-1.155987067292864878e-01,9.720468039480597566e-01,5.443521710172008650e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
1.301199197769165039e-02,-1.211707964539527893e-01,4.910000264644622803e-01,-2.475154241953425038e-01,-7.470559766714784944e-01,-6.169631127586343577e-01,3.687154144209813574e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
-7.984935492277145386e-02,9.894872456789016724e-02,5.060000419616699219e-01,-5.862929693770516648e-01,2.065685597787789152e-01,-7.833198479356695554e-01,4.324319084193126508e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
3.974658623337745667e-02,-2.584090642631053925e-02,4.250000119209289551e-01,1.207943313760357490e-01,3.087199342596985141e-01,9.434514993883383882e-01,7.548399707585527404e-03,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
1.000001803040504456e-01,-1.128064244985580444e-01,4.940000176429748535e-01,-1.465382651972024775e-01,-4.547113369156226270e-02,-9.881593559916327374e-01,1.308840545761874412e-02,3.518834710121154785e-01,2.391504943370819092e-01,1.759999990463256836e-01,4.607494358083106256e-01,4.120486610557175799e-01,2.524482640526855004e-01
