nariz_mean_distance,nariz_variance_distance,nariz_min_distance,nariz_max_distance,nariz_mean_speed,nariz_total_distance,codo_derecho_mean_distance,codo_derecho_variance_distance,codo_derecho_min_distance,codo_derecho_max_distance,codo_derecho_mean_speed,codo_derecho_total_distance,codo_izquierdo_mean_distance,codo_izquierdo_variance_distance,codo_izquierdo_min_distance,codo_izquierdo_max_distance,codo_izquierdo_mean_speed,codo_izquierdo_total_distance,muñeca_derecha_mean_distance,muñeca_derecha_variance_distance,muñeca_derecha_min_distance,muñeca_derecha_max_distance,muñeca_derecha_mean_speed,muñeca_derecha_total_distance,muñeca_izquierda_mean_distance,muñeca_izquierda_variance_distance,muñeca_izquierda_min_distance,muñeca_izquierda_max_distance,muñeca_izquierda_mean_speed,muñeca_izquierda_total_distance,rodilla_derecha_mean_distance,rodilla_derecha_variance_distance,rodilla_derecha_min_distance,rodilla_derecha_max_distance,rodilla_derecha_mean_speed,rodilla_derecha_total_distance,rodilla_izquierda_mean_distance,rodilla_izquierda_variance_distance,rodilla_izquierda_min_distance,rodilla_izquierda_max_distance,rodilla_izquierda_mean_speed,rodilla_izquierda_total_distance,tobillo_derecho_mean_distance,tobillo_derecho_variance_distance,tobillo_derecho_min_distance,tobillo_derecho_max_distance,tobillo_derecho_mean_speed,tobillo_derecho_total_distance,tobillo_izquierdo_mean_distance,tobillo_izquierdo_variance_distance,tobillo_izquierdo_min_distance,tobillo_izquierdo_max_distance,tobillo_izquierdo_mean_speed,tobillo_izquierdo_total_distance,category
121.19178062253658,1.4751864029912714,119.1060451866319,124.19188781881046,4.908131461614424,12119.178062253659,58.2618216450325,3.0689531337595177,54.89649351279187,62.33979467402824,6.467429368605488,5826.18216450325,58.23486454903309,3.5592686421902893,54.088469196308374,63.24160023275818,6.00144117275054,5823.486454903309,71.05000705201692,497.25719485691366,26.88517249340238,102.59538244969897,87.11405741192061,7105.000705201693,90.80395361963969,5.020335396285299,86.21339803070055,96.3214020869713,8.816666943765446,9080.395361963969,171.87321931458465,0.5400075158607099,170.2360493550059,173.28390721587508,2.9099594705019287,17187.321931458464,173.01894688399273,0.77994359000142,171.1220324797482,175.02803346892748,2.775366858662208,17301.894688399272,256.05778579359884,1.3721812923738181,253.43662916003282,257.9996366276511,3.4295557689692355,25605.778579359885,261.87612304279975,1.3831364367773875,259.54696106870523,264.800514538775,3.3427919317550834,26187.612304279977,Circulo
122.07145338480639,7.860751031354913,116.39963487915243,129.2045374590227,8.525209244481232,12207.14533848064,53.35847607667219,17.82313714666796,45.54736545619296,61.38505518446652,13.884684769068693,5335.847607667219,50.51099313104039,3.107523147465938,47.35636176903796,54.81046889053222,4.9598876707843385,5051.099313104039,67.1943384732027,391.46237590774626,29.5613768285579,98.6439303758726,82.3787093079842,6719.433847320271,81.96448118955776,3.758281138012899,78.6916450457099,87.08257575428048,6.405488738633537,8196.448118955775,153.80994127627574,0.3826662511176078,152.2721658741347,155.08263926049233,2.6452026444434065,15380.994127627575,148.22933218292562,0.4262177817109899,146.76107283608962,150.07373187870022,2.867645933437427,14822.933218292561,247.35871108202588,4.105986705889984,241.42467769472117,250.28109197460364,5.01325288242338,24735.871108202587,234.37256648649583,1.6080338718058955,229.61639205422594,236.69785592607298,4.37351821584815,23437.25664864958,Circulo
126.29712888671827,3.0273838097688572,121.17188205190179,130.06945260129297,5.090737489938713,12629.712888671827,57.63122343067348,9.847435236153384,51.203637566094855,63.909115155821084,12.10005178178891,5763.122343067348,60.8977604381292,2.6764127477023254,57.6427575676251,64.85223589052269,5.977773930995596,6089.77604381292,78.0916025138101,639.9025169950394,29.215791962567092,115.34540519673942,107.04689862528252,7809.16025138101,88.96077524563906,3.8306491867639,84.95660657064876,93.13699587167282,8.848740323545476,8896.077524563905,169.83544764260884,1.2248475097635863,167.7643436490603,172.97741904653336,4.6554001972800405,16983.544764260885,172.92594825077495,1.0942389598935192,170.72291146767617,175.73666378988761,4.598003854797644,17292.594825077496,252.8672171984065,0.6488296302144695,251.3819305359874,255.08258466622138,3.4973536611961302,25286.72171984065,258.9402378667069,2.020291447706692,255.81499662842288,262.2644180974613,3.7060700974957697,25894.023786670692,Circulo
123.54815101697547,5.62816190567743,118.48127489185791,129.50144786835398,7.772328694865677,12354.815101697546,62.25531286865519,36.3974945715708,48.405190837347185,73.88419993476278,17.25403544321901,6225.531286865519,47.842062528526995,2.176316178296523,44.90615213976811,52.78375697125016,5.322434844524371,4784.206252852699,79.93227219425026,800.852890772008,21.06685785778221,119.77322321787955,126.53736325973375,7993.227219425025,81.24150814887,1.3786400980685294,79.02293970740395,83.75970093069817,5.700119656678766,8124.150814887,158.45645701777357,0.6603327014918281,156.63432733599618,160.2850975605655,3.2820941382997555,15845.645701777357,153.55508224861487,1.3779955768913188,151.00889874441174,156.09472284481626,3.6041488892297653,15355.508224861487,243.59183267383608,1.5672268705520274,240.69417836748772,246.08090641087944,4.141930545129255,24359.183267383607,234.81928322261294,48.259320018460784,215.9147690640916,238.8217169773302,4.951867868413771,23481.928322261294,Circulo
121.03478323030586,4.899619588763147,115.78374238208056,124.77304396383059,6.857269834606066,12103.478323030586,62.78201671944917,15.442173372532812,56.79018401097147,76.33028560145704,12.285207025058227,6278.201671944917,55.92760780518435,4.340464837859519,50.88344524499103,59.86547419005382,6.095257685109499,5592.760780518435,82.63125431282054,848.3335208989672,19.14582199854579,127.15074714684141,107.19875922273023,8263.125431282055,88.86734906066665,7.145096898616044,82.73036020712107,96.2590904798087,9.122502252147621,8886.734906066666,170.02727349033705,0.7632772142710339,168.63032793658442,172.226776373478,4.310602650208494,17002.727349033707,170.23586207635125,0.9551900217132367,168.0122763371772,172.47844068172694,4.291100648174914,17023.586207635126,256.09490581415093,1.463223273906778,253.87016859016737,259.3820782166725,4.639199500494838,25609.49058141509,261.3017382895706,0.9403453017650858,259.3017065119318,263.1469408904462,3.482022318619748,26130.17382895706,Circulo
120.89628065462361,6.111059473218289,115.32291619621834,126.29603121238608,6.824985841960349,12089.62806546236,61.87493608943445,66.89182720040617,42.37997758376,82.20135339518444,20.084732534595734,6187.493608943445,50.17385106000734,2.232621018384203,47.461168337916,57.52119174704224,4.631743330873401,5017.385106000734,80.7441969002189,818.2174666047291,17.63696402445727,134.1438127533283,127.30526799587247,8074.419690021889,82.41221040495333,0.9830314845449792,80.05427846155382,85.24780055813757,4.9363191101065045,8241.221040495333,158.87272198715144,0.8018519124171102,156.8878978761587,160.83065628169277,3.173409974280381,15887.272198715144,151.2251301781548,0.8188157577052718,148.3227056117842,152.7049851838505,3.242444469565538,15122.513017815481,252.89538471666935,1.671731321026988,249.65300919476215,255.41632680782175,4.509586621945993,25289.538471666936,233.5488470436219,2.3097672675830516,229.9300165267684,236.87206462561178,4.394200296066438,23354.88470436219,Circulo
120.58424871260694,9.41435597591112,115.81585599562781,128.33403679460878,7.541571645691493,12058.424871260693,60.528736188015294,5.129641900653706,54.49139840378479,65.03124249159015,8.889691273613773,6052.873618801529,59.0783778678092,5.067190412475306,53.995948922118224,64.06734737758384,6.3111619936415995,5907.83778678092,79.32280343693915,858.1758635401138,19.643701280563192,118.28619953316617,105.7324489284378,7932.280343693916,86.91006856596668,4.930537231278724,82.06323781084926,94.04586646950519,8.381008627517604,8691.006856596669,170.70039865948283,1.7728762561950624,168.21006212471357,173.98329661205986,3.675189931808222,17070.03986594828,171.47864391548083,2.17770798760145,168.1342469576023,173.9243729326054,4.385026448953846,17147.864391548082,256.1217478640985,4.860122261798608,251.4881955480217,259.45640288880907,5.556866417201827,25612.174786409847,262.82647401439255,3.248290062465155,259.2032262530696,266.71953902929573,3.435327262451874,26282.647401439255,Circulo
123.13703715823274,5.7361918101098945,117.87758480729065,127.79866978963435,6.819530035616917,12313.703715823274,59.43535181550368,38.15424703768065,48.98150161030182,75.45445646216001,14.74443077011955,5943.535181550368,49.90241722853118,2.4217219692868674,46.172231914864156,53.41114115987413,5.6169261130983195,4990.241722853118,79.17188266561665,860.4714597796234,19.912307751739878,126.0019841113623,102.4719274558822,7917.188266561665,85.35638727193498,2.324143316618873,82.36883512591398,88.36076618047174,5.00045442547135,8535.638727193498,157.5448683255848,0.3315295698497281,156.10132927044535,159.19426026085236,2.805878633072905,15754.486832558478,153.51940348043334,0.6479848605231234,151.3320025638992,155.11810016887134,3.0945112766567915,15351.940348043334,254.0022740787522,14.781326083248306,223.55689991588272,256.97604460338323,6.609786595216974,25400.22740787522,235.39717819984762,3.3457025749349207,225.16480075713432,238.70352950888682,4.302426848610934,23539.717819984762,Circulo
123.75694361940819,2.6434656390136944,119.6855254406313,126.8840514012695,4.893678753610242,12375.69436194082,61.25739178990125,11.070783937918703,53.72906569074136,70.25044483844924,12.122188721837787,6125.739178990125,58.10977235184828,3.2297800165351376,53.154256649867655,62.1314131498713,5.383750583607025,5810.977235184828,80.75828082736358,724.2961644532128,21.14976359205937,123.06781667032206,107.91799108758102,8075.828082736358,91.51450472613168,6.983383566488069,86.76044605694463,98.20705168163842,7.1908628773536964,9151.450472613167,173.02446137209128,1.347365553216339,170.33588142255877,175.47524754221035,3.428169061213021,17302.44613720913,174.97432758785544,1.0836466442757806,172.63400592003882,177.67737616252666,3.5077935048737103,17497.432758785544,259.91791192477615,0.6436218831563905,258.4056887918685,261.99165063032063,3.1369855082462577,25991.791192477613,266.8829939333089,1.152196154971475,264.06308431888016,269.37346287264455,2.8345152066678607,26688.299393330894,Circulo
122.53305306082885,7.2073561536416415,114.67862704096173,129.4934843920728,9.510591847857546,12253.305306082884,56.20074424482005,27.182546796288516,47.42098691507801,73.70931080942216,14.459624667687407,5620.074424482005,49.69004266304323,3.988924388832274,45.55628386951684,57.21068519079281,5.6678586927863215,4969.004266304323,72.68907891291165,749.0779614065658,16.740669042783207,109.02465317532544,119.46858380701858,7268.9078912911655,82.42753728321819,1.6721943673503947,79.87255473565372,87.60743404529093,4.990127896946977,8242.753728321819,157.46177764745963,0.5080354565536566,155.2938746377332,158.86314865317254,3.1878828688303313,15746.177764745962,153.33578533570542,1.1831419014773066,150.12224185642845,155.2115491836867,3.1174537339696964,15333.578533570542,253.44845306616025,1.4808215862225145,249.97212344579546,255.68242020131146,3.8654900448850444,25344.845306616025,237.03577672599553,0.9847746505220644,234.13310850881385,239.37496736292206,3.628839311282908,23703.577672599553,Circulo
