x,y,z,nx,ny,nz,curvature,AABB_Width,AABB_Height,AABB_Depth,OBB_Width,OBB_Height,OBB_Depth
-4.164804704487323761e-03,6.918166577816009521e-02,4.020000100135803223e-01,7.112876986207363750e-01,-8.818540388394729979e-02,-6.973472193481821124e-01,1.171614307099396075e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.723291635513305664e-02,1.328381150960922241e-01,4.010000228881835938e-01,8.175777790108827991e-01,1.048689719141385618e-01,5.661881966248534237e-01,4.577953874579591097e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.005491755902767181e-02,1.643736846745014191e-02,3.970000147819519043e-01,4.601905707529200390e-02,8.663623763273820000e-02,9.951765716267363393e-01,6.983730063379875626e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-6.164427846670150757e-02,-5.860679782927036285e-03,4.220000207424163818e-01,8.493099377382752335e-01,2.643053429370265106e-02,5.272324501735040636e-01,2.343238466993397603e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.054785493761301041e-02,1.106132641434669495e-01,3.890000283718109131e-01,-4.755154051787189307e-01,2.204470260071600685e-01,8.516385431404085438e-01,1.413922683594482504e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.867326304316520691e-02,8.672000467777252197e-02,3.900000154972076416e-01,-4.122355404175203075e-01,-1.105461258836434452e-01,-9.043458482620422290e-01,8.080183936899585154e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.692621156573295593e-02,1.382831037044525146e-01,3.880000114440917969e-01,6.536671138037882800e-01,4.563700924035636597e-02,7.554049031605639675e-01,5.355364660115673539e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.357452154159545898e-02,1.278499662876129150e-01,3.840000033378601074e-01,2.654404121527137450e-01,1.874621686521674435e-01,9.457268754351987328e-01,7.455321471229455627e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.113003611564636230e-03,1.035755947232246399e-01,3.970000147819519043e-01,8.030000561459490482e-01,-5.368980229421843609e-02,-5.935556544749706065e-01,4.130535139313932201e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.227792911231517792e-02,8.583026938140392303e-03,4.030000269412994385e-01,-5.393655602800868643e-01,2.057333498493475465e-01,8.165528648798642264e-01,8.397416798044168504e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.481744185090065002e-02,9.096112847328186035e-02,4.030000269412994385e-01,7.586777423926972519e-01,-4.963282110481783554e-02,6.495726797419185683e-01,3.673725722817664310e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-8.144893683493137360e-03,5.128365010023117065e-02,3.990000188350677490e-01,-6.474195750681204231e-01,1.528214401759299956e-01,7.466548742499236058e-01,4.825021349749282137e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.062920037657022476e-02,9.110552072525024414e-02,3.920000195503234863e-01,-4.787990946672227577e-01,9.277989625207461177e-02,8.730082003035837257e-01,9.132873449359608237e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.512551426887512207e-02,6.797701120376586914e-02,3.950000107288360596e-01,5.514602576303105907e-01,1.336484439378922973e-01,8.234255750748160629e-01,5.150133840512953823e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.572152040898799896e-02,1.077285185456275940e-01,3.880000114440917969e-01,-3.417018114911625770e-01,2.168342669953065849e-01,9.144521707996904336e-01,1.640840990905726229e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.937379598617553711e-02,1.164794713258743286e-02,4.160000085830688477e-01,7.801172658616201128e-01,2.897648901321170367e-01,5.544847698100576761e-01,9.539231995910845557e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.147952258586883545e-02,1.342245638370513916e-01,3.820000290870666504e-01,1.562112421484951885e-01,2.055051218213164999e-01,9.661085305138497059e-01,1.452820629583836433e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.253531593829393387e-02,1.010958775877952576e-01,3.900000154972076416e-01,-4.590006622200287767e-01,-3.443400873775775972e-02,8.877683769564125305e-01,7.921729255170546768e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
5.418692599050700665e-04,1.437883079051971436e-01,3.960000276565551758e-01,7.109229968154729962e-01,-1.913977171897422169e-01,-6.767240253260278227e-01,1.201565876959871312e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.702171564102172852e-02,1.077285185456275940e-01,3.880000114440917969e-01,-3.959563148688309830e-01,1.943808299293163233e-01,8.974601326362556808e-01,1.287063805618935200e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.058485314249992371e-02,-1.644119247794151306e-02,4.040000140666961670e-01,1.454321609196036480e-01,1.815251069350545532e-01,9.725729392299949927e-01,8.835636961458368660e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.080306529998779297e-02,9.916852414608001709e-02,3.980000317096710205e-01,8.189719001269207821e-01,7.711929039673405539e-02,5.686278588419715341e-01,4.258905704240355597e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.626793414354324341e-02,-1.553097856231033802e-03,4.050000309944152832e-01,4.214343312498902705e-01,2.794804010788257687e-01,8.627188475145171065e-01,7.989849139716592719e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
1.883030985482037067e-03,1.401979178190231323e-01,3.990000188350677490e-01,7.304491460951255677e-01,-1.514463115846668984e-01,-6.659640077934406710e-01,1.335998042970672726e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-2.684218622744083405e-02,8.323878049850463867e-02,3.890000283718109131e-01,2.113910052389685046e-02,2.063995892532835830e-01,9.782394124063477081e-01,8.224377578259384550e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-2.592110261321067810e-02,1.159265562891960144e-01,3.850000202655792236e-01,-3.141922728025515338e-02,9.682858850425370145e-02,9.948050344692599412e-01,9.677131177978644250e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-7.420152425765991211e-03,8.274614810943603516e-02,3.960000276565551758e-01,-6.198018357266175116e-01,7.214657471969256053e-02,7.814349340707329450e-01,5.505805571771922244e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.588915944099426270e-02,1.254474371671676636e-01,4.010000228881835938e-01,8.202145022228344295e-01,5.669016142087359919e-03,5.720279998385818798e-01,4.472694815832130300e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.427265070378780365e-02,1.329971253871917725e-01,3.840000033378601074e-01,-3.307216045182685416e-01,7.950500227842667578e-02,9.403734231237977914e-01,8.811333252852382447e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.022679824382066727e-02,1.462372299283742905e-02,4.020000100135803223e-01,-6.011394667049122509e-01,2.299095862897944931e-01,7.653580362822285377e-01,6.513080385277916426e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.346488624811172485e-02,9.143391624093055725e-03,3.980000317096710205e-01,1.787394883080357377e-01,3.080501034169333407e-01,9.344288785692563826e-01,8.045456449150946779e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.015131458640098572e-02,-1.801523938775062561e-02,4.090000092983245850e-01,4.962956994362809904e-01,9.990793957650069557e-02,8.623856343484803677e-01,8.273059145373988163e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.263380333781242371e-02,6.622421089559793472e-03,4.070000052452087402e-01,-7.231406217549041227e-01,1.357515988986533750e-01,-6.772290192869694359e-01,8.918741935762336537e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-2.048119716346263885e-02,7.140152901411056519e-02,3.920000195503234863e-01,-2.642425923805708510e-01,1.325033172319418084e-01,9.553107993184871694e-01,9.676599462329614834e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.250900819897651672e-02,-3.711221367120742798e-02,4.080000221729278564e-01,-3.684470612416104185e-01,-4.774310765232785830e-02,-9.284219723456135220e-01,1.161254397328152430e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.676449276506900787e-03,-1.268618740141391754e-02,4.140000343322753906e-01,7.585457544750302539e-01,-1.500994552855019482e-01,-6.340965950790956596e-01,5.280545957716687409e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.862430505454540253e-03,4.583414644002914429e-02,4.040000140666961670e-01,7.191415973455043131e-01,-2.127728852568143425e-01,-6.614854966413451498e-01,5.244784608502785217e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
5.291156936436891556e-03,1.582005172967910767e-01,4.040000140666961670e-01,6.622810650397438215e-01,3.778908974948183008e-01,-6.469793354353625681e-01,8.562674133837610418e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.806678742170333862e-02,1.108095124363899231e-01,3.920000195503234863e-01,7.337798414850053019e-01,1.017926998502804298e-01,6.717182374235729503e-01,3.659195764669777653e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.323098808526992798e-02,7.214619778096675873e-03,4.020000100135803223e-01,2.941625513434336647e-01,1.246284554351945600e-01,9.475949247874638770e-01,3.671742684758089181e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.191233377903699875e-02,1.046307235956192017e-01,3.910000324249267578e-01,-4.142316767940044664e-01,1.828852945641598338e-01,8.916081465378206117e-01,1.880906338510645454e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.982439681887626648e-02,6.417673081159591675e-02,3.920000195503234863e-01,-3.050698520728047369e-01,-2.573017036274147240e-02,9.519823232021596970e-01,8.478384023641529973e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.481744185090065002e-02,1.064914315938949585e-01,4.030000269412994385e-01,7.858206630653205016e-01,1.343437604319160927e-01,6.036867064401797434e-01,2.156699905581521432e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
3.908107988536357880e-03,1.368693858385086060e-01,4.010000228881835938e-01,7.529687075828328524e-01,-1.455200601662702542e-01,-6.417647836164303010e-01,1.528169915064934471e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.751836672425270081e-02,1.159446537494659424e-01,4.030000269412994385e-01,7.508491154099808940e-01,9.185626979795219471e-02,6.540550677021429449e-01,2.285148046269188868e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.118773341178894043e-02,1.499772369861602783e-01,3.830000162124633789e-01,-4.030618420276567693e-01,-8.295970456751747268e-02,-9.114048710201971826e-01,5.843411953094439053e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.131479069590568542e-02,8.607012778520584106e-02,3.930000066757202148e-01,-4.385508226693039524e-01,1.328479842512491071e-01,8.888332740263815701e-01,1.062229846186265453e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.862084820866584778e-02,1.461269110441207886e-01,3.830000162124633789e-01,3.237237460105558129e-01,1.227558675634082552e-01,9.381545359095420089e-01,9.815860075452124620e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.460716594010591507e-02,7.224214822053909302e-02,3.930000066757202148e-01,3.505097950397088047e-01,-1.096696348998912468e-01,-9.301158286805711883e-01,8.177064365538140936e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.398418471217155457e-02,6.780491769313812256e-02,3.940000236034393311e-01,-3.879352154730187352e-01,-4.611956220297496606e-02,9.205320497289100068e-01,1.207965811591444998e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-2.771160751581192017e-02,1.223832666873931885e-01,3.830000162124633789e-01,2.988471385297263722e-02,1.735089413701659811e-01,9.843787640651998627e-01,1.442448001412537963e-02,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.302562400698661804e-02,1.057782173156738281e-01,3.880000114440917969e-01,4.371374845387847041e-01,9.058023642965262745e-02,8.948217925260046890e-01,6.356818781574013165e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.215606369078159332e-02,3.457044064998626709e-02,3.990000188350677490e-01,-5.397646848299600952e-01,1.767662414927757830e-01,8.230478606247217943e-01,6.834189577858498961e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.073780030012130737e-02,8.170137554407119751e-02,3.910000324249267578e-01,3.312626715735956240e-01,-7.482426716740701866e-02,9.405670478306077387e-01,8.409985076586135033e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.524344205856323242e-02,-3.027613647282123566e-02,4.080000221729278564e-01,3.926931114636852960e-01,8.473685496855982990e-02,9.157574927998169967e-01,6.066699700195879626e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.578096861019730568e-03,-2.270251512527465820e-03,4.120000302791595459e-01,-6.546984013666445890e-01,2.465054103205717162e-01,7.145663621600492066e-01,4.838658482618177215e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.203548118472099304e-02,1.472789496183395386e-01,3.810000121593475342e-01,1.012854034772824319e-01,4.770737850642285671e-02,9.937128725534800644e-01,7.875660432333611224e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-4.018518701195716858e-02,6.746073067188262939e-02,3.920000195503234863e-01,3.596055794735312783e-01,1.681851420681834686e-01,9.178221969417664772e-01,5.999813305514465830e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-5.561040714383125305e-02,1.335126310586929321e-01,3.990000188350677490e-01,8.172703739281503843e-01,8.752845629945631145e-02,5.695681743541992637e-01,3.704146400280852475e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-3.942755237221717834e-02,8.563211560249328613e-02,3.910000324249267578e-01,-4.100441508933029278e-01,-6.415375087062824555e-02,-9.098066226223127106e-01,8.253541311959607107e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
-1.759203150868415833e-02,8.540431037545204163e-03,4.010000228881835938e-01,-2.350372013397684923e-01,1.996707351632731886e-01,9.512565960379602004e-01,9.370691060335362144e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
5.528160836547613144e-04,9.727898985147476196e-02,4.040000140666961670e-01,-6.576108052507820823e-01,1.441162226669479539e-02,7.532199771388570220e-01,9.101863380056630232e-03,7.658724021166563034e-02,1.965016052126884460e-01,4.500001668930053711e-02,7.761403867282035129e-02,1.978984393387203666e-01,5.716770932216042045e-02
